row_id,cb_person_cred_hist_length,credit_score,loan_amnt,loan_int_rate,loan_intent,loan_percent_income,person_age,person_education,person_emp_exp,person_gender,person_home_ownership,person_income,previous_loan_defaults_on_file,loan_status
008f4bcd6d3a1a4e47fa1a02e3981f8b4db133f1c4a029ef6f4b23739d5c53c6,2,688,19750,13.609999999999999,0,0.17999999999999999,24,0,1,1,0,108889,0,0
0095387ee32af6eb7c9a7e390bdf2aafba2d6dfc1fcb9b89ed6898e236ed744e,3,584,5500,6.0099999999999998,4,0.19,23,3,0,0,3,28488,1,0
0097070e0c1cb226c024d112bac7f1050e6098eaad986f766ecee7616122d823,4,691,5600,5.4199999999999999,0,0.12,24,1,3,1,0,47969,1,0
00971443aa5e65c278f6414405ed73b7edbb649ebf4f75e9d0bb01a6a558cd8a,15,641,1200,12.42,3,0.029999999999999999,36,0,9,0,3,35667,1,0
0097545aa2940c0f1e3c22b745a82749c29921b268c4a8fc90b23c3a38014a03,2,554,13000,14.42,3,0.14999999999999999,26,0,1,1,3,84951,0,1
009a8ad57833a70239ad39212b8b5535359efdbbbbbd52bbcfddb8ad9b16e03e,2,660,25000,10.619999999999999,3,0.14999999999999999,25,1,0,0,3,161560,1,0
009b29de933824db1e90d85bb23c8b640fdb102389f66dcbcc324ae312e056e7,4,641,20000,17.489999999999998,4,0.32000000000000001,22,3,0,0,3,62379,0,1
00a05fa9dfde7b8b1176157ea610a5e84d0e605582c62f04c24afd5828ea28c8,2,618,10000,7.29,3,0.19,25,0,3,1,0,52268,1,0
00a2aea5eda1d21e586adc805e5ef26b3c22d1cc3ce9aef0903a9ab71dbb9772,4,618,3000,7.4900000000000002,5,0.02,24,1,2,1,0,133712,1,0
00a3dd9e635d8b02d4423dcd9a1bd192e02bb735660a4e95de1aa88f951ccd7b,10,629,8325,6.6200000000000001,5,0.34999999999999998,32,4,9,0,3,23740,0,1
00a7092748c0334e89404bd3c222a910e2a3d1d02082c39df250de4099f149e9,3,589,24000,11.01,2,0.26000000000000001,24,1,2,1,3,90911,0,1
00a823fc952b200b582beb37a412060641351c1f67674744d742da7a90be2122,5,484,9785,7.4500000000000002,0,0.050000000000000003,26,0,5,0,0,181101,1,0
00a8ddb24371a5a7ad4c222833c833e9cd2cdab9f71e69f72f78cca1ff94c9d8,2,656,5750,8.9000000000000004,3,0.27000000000000002,21,4,0,1,3,21682,0,1
00a99f2ad8d2e91865d0c7a6b3a75dce69b57cfe4b42df17a7c484f7cc44abf3,3,612,16000,13.24,1,0.38,22,3,3,0,3,41742,0,1
00aa782a3f22d2427789237650f542c7caa2c71e3e7a01b4513eef1b500545c7,2,624,20500,9.25,0,0.37,23,1,2,1,0,55443,0,0
00ab64bf5c37a9b57c7f328966542776b286d66314ad5a8d738e700fb0528f47,4,679,9000,6.9900000000000002,2,0.19,25,0,3,1,0,46825,0,0
00ac2de0b70c5bd6eebf1f071f0bf5ffe68c78bc0ea3c062b4cbb1056a656b93,10,675,12500,11.01,1,0.28999999999999998,28,0,6,1,3,43045,0,1
00ad24bb099c12e2e3aa838d9270db3220035fb93efe29276a3be5fba1ffc962,3,655,13000,11.85,3,0.20999999999999999,24,3,0,0,3,61072,1,0
00aee5aa81f79d09057319a46fc6ecdc06132eabfb0a3e87ef730ef3da7f866d,10,627,8400,11.859999999999999,5,0.13,27,1,5,1,3,64617,1,0
00b06fc0b89577bd585a907658a083875db0e53e053db3a5797b4ce56f2ad99b,11,658,6200,11.01,5,0.089999999999999997,36,1,10,1,0,69494,0,1
00b0a4733c79288d98f1a3848b241ffb5867a2a63f5043045e4a51dc4b91cf7b,6,618,5600,11.99,2,0.070000000000000007,29,0,5,0,3,84753,1,0
00b20ed2abfecf53af87a0753a56cad8751331d4e77ca33782d73064ddf2818f,3,608,13249,16.530000000000001,4,0.27000000000000002,23,3,1,1,3,48917,0,1
00b32b9a6305ba7ffff8268b2350c9610a6d16cd8b955b4feaaf5ed001e2ba82,9,648,4000,16.289999999999999,1,0.080000000000000002,27,4,6,0,3,52353,1,0
00b62c2333d5650e8f6b6cf52900046fcd0f06dd5df3fa5e9b0956daac8ce161,5,548,18000,11.01,4,0.14999999999999999,32,1,10,0,3,120927,1,0
00b64ccd000df4b2027b5cb6a5eb4a3dc7d96c455c2cb92f61f7d5e0dfc829c3,2,610,5000,13.98,3,0.059999999999999998,23,3,2,0,3,79125,1,0
00b81d0d22037a46dd51bfdaa0afd24aaa7ce6bacce023c89d81dcf8eb0fde6f,8,630,3491,11.630000000000001,5,0.10000000000000001,34,3,13,1,3,36304,0,0
00b8d1711d0d4ab8a34c3d79928d7aaebc6101820540df8715aa2f0725d51085,6,685,7000,8.4700000000000006,1,0.25,24,3,0,0,0,28469,0,0
00bc7f18ab77b3f71fdd17f6e8504f9421d9d96989351311660212d8565ee6ba,2,645,7200,14.720000000000001,1,0.089999999999999997,23,0,3,1,3,83116,0,0
00bf146c1f2a49a017f699f08506bafe4502b1ff21c6481ef4ef00d20a873fe0,4,655,12200,11.359999999999999,3,0.23999999999999999,23,3,2,1,2,49989,0,0
00c9bf83c43683fc336ca361a3a38408f26f7d9736544d195f9e513b6019f218,2,511,7200,8.4900000000000002,3,0.23000000000000001,23,0,3,1,2,31092,1,0
00ca62af08d11b03eda5bb1a8c753a39b062484f46b46eb7b281231e8fbdc8f3,10,695,23949,8.2599999999999998,4,0.19,32,0,11,1,2,124274,0,0
00cb9143fc8a2c94b884867394aa2befb81441861d0333af9586a5990ef3abb8,5,712,5116,13.859999999999999,0,0.070000000000000007,27,4,3,1,3,75448,0,0
00cbe7f7823a8151df0aa4f6ac52f9dbd1a26e20e53fec395548af38e4f0e67a,7,740,3500,11.01,0,0.02,31,4,7,1,0,213241,1,0
00cd5a576a24074945b2ec9399cf97360bef14a0e84f475bf29b14b918c037c7,9,692,12025,13.49,2,0.10000000000000001,29,1,4,0,0,121098,0,0
00cdad73386e38071336766b2dc3ff7d5ae57fa3469cb70eb515435b2e0cd1e4,3,623,4000,11.01,4,0.070000000000000007,22,3,1,0,3,57689,1,0
00ce318d9243e0b41d6224071e4c2b62a4ffe95916b8ba75864d7ebee35f8d75,15,686,8000,9.5500000000000007,3,0.080000000000000002,41,1,20,0,0,97281,0,0
00d1938bc5b4d216e3eb47799e8a4285073b6a3c2c62fe87cd6bd30af467d022,4,611,1200,9.9100000000000001,5,0.02,25,4,2,0,3,52595,1,0
00d1f5203173600edbd43da86d2a74fb1fa8557b606d2f53a5622d512da41265,13,658,13000,15.960000000000001,0,0.14000000000000001,46,3,21,1,0,93448,1,0
00d946ea3cf5d3f22719fb1dc9292c79d761a11e1d82ddb381db2d48e1e8acba,4,603,18000,11.859999999999999,5,0.20999999999999999,24,1,1,0,0,87373,1,0
00d96fad02322395954b540801b46490d5b79eb806748065d27832f2b0846169,4,527,14850,8.9000000000000004,0,0.38,25,1,3,1,3,39111,0,1
00db79235db6e2821a1b53409ff4be64b3b641a0ec07c9f4b8ecc00b529ee875,9,675,10000,7.7400000000000002,2,0.14999999999999999,31,0,8,1,3,66962,0,0
00dbe5a8d1c5765a2902431e05a99ca1e7c41061a2a54264e3ff92ee07930ce9,12,650,5000,13.48,5,0.13,38,0,19,0,3,37323,1,0
00df119185854546df60903e0e1b1859a8f20eb2809a832d5f20f9a68dcfff37,2,612,14400,11.01,0,0.13,26,0,4,0,3,106740,1,0
00df9e726a7b96d63f1f2d22f39d24dfa32482e1c4eaf3547965995fba578865,7,593,5000,10.380000000000001,1,0.20999999999999999,27,0,4,0,3,23296,0,1
00dfa75880cffe15435ad11109ef5a671cc106d1f5c5595e3e28ad51fdcc71f9,2,584,3250,6.7599999999999998,5,0.040000000000000001,23,0,1,0,2,81375,0,0
00e02c2c3a930f847d48283e79e556af5ff144d54b23adbdbdb06b89dea08b9d,14,667,6800,17.489999999999998,5,0.089999999999999997,39,1,18,1,2,73049,0,0
00e02e004682282fd23173cf9a626eed07182cffcb18f416a625aace41266227,7,659,10000,11.859999999999999,2,0.050000000000000003,29,4,2,0,2,193120,1,0
00e04ba87860fc33e013351b768e69cfbd657b3e4bac2aec3e4995edd37941f5,4,654,2500,6.9199999999999999,1,0.059999999999999998,23,4,1,1,2,38702,0,0
00e0cf05e0dfcd480338648ff179f75265a16f7c356ad065d335f831641b611b,8,622,4800,5.4199999999999999,5,0.040000000000000001,28,0,6,0,0,108851,1,0
00e1445319f6e2dfa9567efe96fa2f36e8a574e0033c0e30a5283499e6cc7f84,2,620,6000,7.6799999999999997,4,0.12,23,3,0,1,3,49263,0,0
00e1bbd4ace80c47d13b1f758113e3bf6b1852bee93742e3eb899d1a0989beba,4,641,6613,12.48,1,0.25,24,3,1,0,3,26772,0,1
00e2cd332b246b9f5971cca9f29dbc5f1fde46d4806312ee8ead2d1828ba5968,6,612,4000,10.99,2,0.050000000000000003,28,1,4,1,0,87419,0,0
00e66f9139a846d8be18c867014fa62281dd70cae6a298f36f84b9f0f25c3a9b,4,682,10000,13.48,0,0.23000000000000001,24,1,1,0,3,43154,0,0
00ea0259da9dc18b8742955f21b5ac9c3ac6e05732bc3f6ea70c1a829017851b,9,603,4500,11.01,0,0.11,34,0,8,1,3,40466,1,0
00eb0fb851b73c9a244c25bef65abc5e9b528c6a9e453432aab78ad226863928,4,677,12000,8.5999999999999996,2,0.10000000000000001,25,1,0,1,0,116087,0,0
00ec28e98df3aa53f5369e2cd3230bc73b983571513b5e314243c45dfe8bfb50,7,693,5000,10.960000000000001,3,0.080000000000000002,29,3,5,0,0,60957,1,0
00ec934c062fdaf202193a8141ad5f9cccf70a987a09728b196aac3c0a731d9c,4,524,5000,9.3200000000000003,1,0.12,23,1,2,0,3,40852,1,0
00ed0e62db259e00f71120504e05845158b267b9faffaa8024ff269b69762ef2,4,678,12000,6.0300000000000002,0,0.10000000000000001,24,3,0,0,3,119675,0,0
00edc9691fa9d0d7d2f74e46a4779715393c628f77f0f975314480b3ef1693fe,5,674,7000,7.8799999999999999,1,0.089999999999999997,31,3,9,0,0,78724,0,0
00ee0b28535dab4967d2bc153d9a90078009b6875e96f4080663dbf25484c4d5,10,659,13000,11.49,1,0.17999999999999999,29,0,8,1,3,71907,0,0
00eea5ab367a5627a8220226e8b81c722c6e9b5ef4b6f22debd475c9a7ee4173,3,611,10000,12.800000000000001,5,0.16,26,1,0,0,3,64484,0,1
00ef0c19ba7f3d0dcca5c8b5bbc36d06104a5032ae909e57f8c8c617f24f5856,4,645,9600,9.9900000000000002,4,0.32000000000000001,23,3,2,1,3,30109,0,1
00f7b5ea409307dc018f376dfe0cf9fba036f8c0ab6be7c70bf3f5d87655a0d9,9,663,4800,12.44,5,0.11,29,1,9,0,0,44134,1,0
00f802cde0f818a12506fa72c743819ae246422f80de2ea4191ac2f210c9dc3c,11,694,14000,5.9900000000000002,3,0.059999999999999998,41,0,18,1,2,216865,1,0
00f839494cc92699b5bcc96f21eca6323467987b81149b487691588f4d49fa22,11,681,18200,10.99,3,0.26000000000000001,37,1,13,0,3,70670,0,1
00f8a52a464a13d40a369ee51b746c62d223397574f196068f7305331bfc7a90,4,659,7000,7.5099999999999998,1,0.12,23,3,1,1,3,60736,1,0
00f8f62d6cc1d050db793ba87c898c471a6d6ce19aa68afc12f880bc13fbf28d,4,661,8000,12.869999999999999,4,0.20999999999999999,25,0,2,0,3,37261,1,0
00fe8d8b7f079920fdc3878326f8e7a71583aac8d9699d6cb7d427efb33ccdf2,5,700,4767,11.31,3,0.14000000000000001,26,1,4,0,3,34548,1,0
00ff4d719bdf5ee602126e26529c2d6fd8ca850ae25de1eb1dd68b06f229cb04,5,593,3200,7.5099999999999998,2,0.029999999999999999,33,0,10,1,3,114851,0,0
010178be1e2907736bedc9476f68e0ada3354d90cecbdedf0ce7dd1d4fb750ef,4,711,5000,6.7599999999999998,4,0.050000000000000003,25,1,3,1,0,100521,1,0
01070c59e8bc1c14653681ab78a6ecc12f6d22ff9c719e8c821879a35689be01,4,628,8000,6.6200000000000001,1,0.10000000000000001,23,3,1,0,3,79102,1,0
010793e1952f93a0ebce462795a0213302383dfb75c9abce96f195edb81823e5,3,624,5000,10.44,1,0.14000000000000001,23,0,0,1,3,36995,1,0
01095219f2c41a21fadd663533d15f70f10c7c831bf861d30287b844448ed82d,3,640,18000,8.9399999999999995,3,0.12,22,0,0,0,0,145214,1,0
010d0b332cd98bba04083c5cb7cc120ff4f91d5144141de6e2fa6b2f5f7d96af,4,694,12000,10.74,5,0.27000000000000002,23,1,1,1,0,44364,1,0
01107060489e05f839db22486abf3609b13c20c2ca93e5219fc988964cdec3ba,2,539,4000,7.6600000000000001,0,0.089999999999999997,23,1,1,1,0,45202,0,1
0113812c82e0f1d6479785f6e17cd373b03b0dc65de427406869ff923a1ae83b,4,631,1500,18.23,3,0.050000000000000003,23,0,0,0,3,29830,0,1
01146ce41fc7611e6a4d038e1d32b99c7964b1a39ab4d7b01c5f3d78be118439,4,628,10000,6.1600000000000001,0,0.10000000000000001,23,3,2,0,3,102828,1,0
0114e63ab0d6408f305a0d008bcf7823fed160ee4ac13768a525f63d3142a746,2,658,7500,6.6200000000000001,1,0.089999999999999997,26,3,5,0,3,80213,1,0
01175c5208d7d856d178a9f0cacb421a9c9638b77bfbb1f7539238ff8f72f589,5,636,1500,10.359999999999999,1,0.050000000000000003,27,1,4,1,3,32936,1,0
0117a8ec988369d0d2e56709746e5df1f7f558ac5e2aefbb286341e60285199a,2,634,10000,12.69,2,0.14999999999999999,26,4,2,1,3,68351,0,1
011aebd8c0fe61ce43cf48e62d153f88bf705172a90e7a7922dc0727d91b33a5,3,537,18000,7.5099999999999998,1,0.19,24,3,0,1,0,96893,1,0
011dfd2bb4f1eeb7d682f45bc4cd4d329e224dd09cf0d3b6937e543a79dea84a,3,664,4882,14.25,5,0.12,23,3,0,1,3,39487,0,1
011e1b929d40f61fc6d16ea198ecebe044fe191ec051f62c5f6f1e23aadf6264,4,718,18000,15.33,4,0.23000000000000001,25,4,5,1,3,78750,0,1
011e397130f6ab48bfc5e5e5ffc5f9898d01e04bce2855b560747e3646156d18,7,577,3000,11.01,1,0.040000000000000001,28,3,7,1,0,78973,1,0
